name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"San Juan-Laventille, Trinidad, Trinidad And Tobago",2025-06-30,87.7,76.8,81.8,99.7,76.8,86.9,76.2,84,0.008,100,4.17,rain,0,0,23.9,18.3,104.8,1015,48.1,6.9,275.6,23.8,9,10,2025-06-30T05:47:26,2025-06-30T18:31:50,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"78970011634,TTPP,TDW00011634"
"San Juan-Laventille, Trinidad, Trinidad And Tobago",2025-07-01,87.9,75.1,80.9,98.1,75.1,85.2,75.4,84.3,0,0,0,rain,0,0,20.8,16.1,117.3,1014.6,45.7,7,268.7,23.3,9,10,2025-07-01T05:47:42,2025-07-01T18:31:57,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
"San Juan-Laventille, Trinidad, Trinidad And Tobago",2025-07-02,87.8,76.8,82.1,100,76.8,87.4,75.5,81.2,0,0,0,rain,0,0,21.7,18.3,98.4,1014.9,35.2,7.3,240.7,20.8,7,30,2025-07-02T05:47:57,2025-07-02T18:32:04,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
"San Juan-Laventille, Trinidad, Trinidad And Tobago",2025-07-03,88,75.1,81.5,99.9,75.1,87.1,75.5,82.7,0,0,0,rain,0,0,21.5,15,110,1015.1,56.9,7.4,256.9,22.2,8,30,2025-07-03T05:48:12,2025-07-03T18:32:11,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
"San Juan-Laventille, Trinidad, Trinidad And Tobago",2025-07-04,86.2,76.9,80.6,97.5,76.9,85.2,76.4,87.5,0.032,100,8.33,rain,0,0,15.9,9.2,151.4,1015.9,69.5,7.3,167.6,14.4,5,30,2025-07-04T05:48:28,2025-07-04T18:32:16,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"78970011634,TTPP,TDW00011634"
"San Juan-Laventille, Trinidad, Trinidad And Tobago",2025-07-05,89.5,75.1,81.1,102.5,75.1,86.7,76,85,0,0,0,rain,0,0,15.2,11.4,106.1,1015.9,49.8,7.5,238.8,20.7,8,30,2025-07-05T05:48:43,2025-07-05T18:32:21,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"78970011634,TTPP,TDW00011634"
"San Juan-Laventille, Trinidad, Trinidad And Tobago",2025-07-06,86.2,75,80,95.2,75,83.6,74.4,83.4,0.024,100,8.33,rain,0,0,17.9,13.9,100,1015.3,44.2,7.6,252.9,21.9,9,10,2025-07-06T05:48:59,2025-07-06T18:32:26,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"San Juan-Laventille, Trinidad, Trinidad And Tobago",2025-07-07,86.2,73.6,79.6,97.6,73.6,83.9,75.4,87.6,0.074,100,8.33,rain,0,0,22.1,18.3,110.1,1014.8,42.5,7.6,265.7,23,9,10,2025-07-07T05:49:14,2025-07-07T18:32:29,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634,remote"
"San Juan-Laventille, Trinidad, Trinidad And Tobago",2025-07-08,84,76.8,78.3,95.8,76.8,79.9,76.1,92.9,0.551,100,12.5,rain,0,0,28.4,16.1,107.7,1015.4,65.2,6.9,95,8,4,30,2025-07-08T05:49:30,2025-07-08T18:32:32,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"San Juan-Laventille, Trinidad, Trinidad And Tobago",2025-07-09,82.5,75.4,78.4,91.7,75.4,80.2,76.5,94.1,1.771,100,12.5,rain,0,0,20.4,13.9,91.5,1015.4,59.5,6.3,227.3,19.7,8,30,2025-07-09T05:49:45,2025-07-09T18:32:34,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"78970011634,TTPP,TDW00011634"
"San Juan-Laventille, Trinidad, Trinidad And Tobago",2025-07-10,85.8,73.5,79.4,96.9,73.5,83.3,76.1,89.8,0.118,100,4.17,rain,0,0,23.3,13.9,102.2,1015,48.9,7.6,248.6,21.3,8,30,2025-07-10T05:50:00,2025-07-10T18:32:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"78970011634,TTPP,TDW00011634"
