name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunset,moonphase,conditions,description,icon,stations
"San Fernando, Trinidad, Trinidad And Tobago",2026-04-27,87.8,77.0,81.9,94.2,77.0,84.9,71.9,72.8,0.0,0,0.0,18.3,112.0,1012.8,20.1,6.0,293.4,25.4,10,2026-04-27T05:49:45,2026-04-27T18:17:28,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-04-28,87.8,73.4,80.9,92.7,73.4,83.0,70.6,72.0,0.0,0,0.0,16.1,122.5,1012.5,16.1,6.2,298.3,25.7,10,2026-04-28T05:49:21,2026-04-28T18:17:34,0.39,Clear,Clear conditions throughout the day.,clear-day,"TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-04-29,87.8,68.0,80.8,92.7,68.0,82.8,70.6,72.5,0.0,0,0.0,17.2,117.8,1011.0,13.5,6.2,280.4,24.2,9,2026-04-29T05:48:58,2026-04-29T18:17:40,0.43,Clear,Clear conditions throughout the day.,clear-day,"TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-04-30,87.8,75.2,81.1,91.5,75.2,82.7,69.0,68.2,0.0,0,0.0,17.2,118.8,1010.7,14.0,6.2,283.4,24.4,9,2026-04-30T05:48:36,2026-04-30T18:17:47,0.46,Clear,Clear conditions throughout the day.,clear-day,"TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-01,87.8,75.2,80.6,92.7,75.2,82.8,69.8,70.5,0.0,0,0.0,17.2,120.2,1012.0,16.8,6.3,287.2,24.9,9,2026-05-01T05:48:14,2026-05-01T18:17:54,0.5,Clear,Clear conditions throughout the day.,clear-day,"3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-02,89.6,75.2,81.4,93.5,75.2,83.5,69.7,68.9,0.008,0,0.0,15.0,113.1,1013.0,11.8,6.3,284.6,24.6,9,2026-05-02T05:47:53,2026-05-02T18:18:02,0.53,Clear,Clear conditions throughout the day.,clear-day,"3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-03,86.0,75.2,81.3,91.7,75.2,83.7,70.7,71.3,0.0,0,0.0,18.3,110.1,1014.2,12.0,6.5,246.2,21.4,8,2026-05-03T05:47:33,2026-05-03T18:18:10,0.56,Clear,Clear conditions throughout the day.,clear-day,"3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-04,87.8,75.2,81.6,92.7,75.2,83.8,70.7,70.9,0.0,0,0.0,17.2,111.1,1013.9,19.3,6.3,288.9,25.0,10,2026-05-04T05:47:13,2026-05-04T18:18:18,0.6,Clear,Clear conditions throughout the day.,clear-day,"3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-05,87.8,77.0,81.2,94.2,77.0,84.7,72.3,74.8,0.064,100,16.67,17.2,109.9,1014.7,16.3,6.5,262.1,22.6,9,2026-05-05T05:46:54,2026-05-05T18:18:27,0.63,Rain,Clear conditions throughout the day with afternoon rain.,rain,"3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-06,87.8,78.8,82.5,94.2,78.8,85.8,71.9,71.2,0.016,0,4.17,17.2,113.1,1015.1,21.5,6.2,285.6,24.8,10,2026-05-06T05:46:36,2026-05-06T18:18:36,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-07,89.6,77.0,82.9,96.5,77.0,85.9,71.0,68.6,0.0,0,0.0,15.0,114.3,1013.9,13.1,6.2,277.1,23.9,9,2026-05-07T05:46:19,2026-05-07T18:18:46,0.7,Clear,Clear conditions throughout the day.,clear-day,"3EBY2,TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-08,87.8,78.8,82.3,92.7,78.8,84.2,69.0,65.1,0.004,0,0.0,16.1,109.3,1012.0,12.4,6.2,241.1,20.7,8,2026-05-08T05:46:02,2026-05-08T18:18:55,0.73,Clear,Clear conditions throughout the day.,clear-day,"TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-09,89.6,73.4,81.3,92.3,73.4,83.1,68.7,67.3,0.0,0,0.0,19.6,111.9,1012.5,16.8,6.2,287.6,24.9,9,2026-05-09T05:45:46,2026-05-09T18:19:06,0.75,Clear,Clear conditions throughout the day.,clear-day,"TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-10,89.6,77.0,82.3,93.5,77.0,84.9,70.3,68.1,0.028,100,4.17,19.6,103.5,1013.5,14.0,6.2,262.5,22.6,9,2026-05-10T05:45:31,2026-05-10T18:19:16,0.8,Rain,Clear conditions throughout the day with morning rain.,rain,"TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-11,89.6,77.0,82.6,94.9,77.0,86.0,71.5,70.1,0.024,100,4.17,25.3,104.5,1013.3,14.9,6.0,281.6,24.5,10,2026-05-11T05:45:17,2026-05-11T18:19:27,0.83,Rain,Clear conditions throughout the day with afternoon rain.,rain,"TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-12,87.8,78.8,83.1,94.2,78.8,87.3,72.4,71.0,0.004,0,0.0,19.6,110.9,1014.2,19.4,5.8,268.3,23.2,9,2026-05-12T05:45:03,2026-05-12T18:19:39,0.86,Clear,Clear conditions throughout the day.,clear-day,"TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-13,87.8,78.7,82.2,94.2,78.7,86.1,72.3,72.6,0.008,0,0.0,17.2,113.8,1014.9,26.2,6.1,226.3,19.5,7,2026-05-13T05:44:50,2026-05-13T18:19:50,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"TTPP,TDW00011634"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-14,89.5,76.9,82.2,94.7,76.9,85.3,71.4,71.1,0.012,0,0.0,20.8,110.7,1014.8,36.0,5.8,263.5,22.8,10,2026-05-14T05:44:38,2026-05-14T18:20:03,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,TTPP
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-15,89.5,78.7,82.4,96.2,78.7,87.0,73.3,74.9,0.08,100,20.83,19.7,108.4,1014.4,44.3,5.9,290.4,25.0,10,2026-05-15T05:44:27,2026-05-15T18:20:15,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,TTPP
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-16,87.7,78.7,82.0,95.7,78.7,85.8,73.5,76.4,0.012,0,0.0,24.2,115.1,1014.2,59.1,5.4,285.5,24.6,10,2026-05-16T05:44:16,2026-05-16T18:20:28,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3EBY2,TTPP"
"San Fernando, Trinidad, Trinidad And Tobago",2026-05-17,90.8,76.9,83.1,94.3,76.9,85.3,70.8,68.8,0.004,3,0.0,15.0,99.7,1014.7,37.8,9.3,384.8,22.2,10,2026-05-17T05:44:07,2026-05-17T18:20:41,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3EBY2,TTPP"
